SP;nom_sc;nom_fr;ID_TAXON;;
MINSTR;Minla strigula;Minla à gorge striée;16661;;
MIOMAC;Mionectes macconnelli;Pipromorphe de McConnell;11851;;
MIOOLE;Mionectes oleaginus;Pipromorphe roussâtre;11850;;
MIOOLI;Mionectes olivaceus;Pipromorphe olive;11849;;
MIORUF;Mionectes rufiventris;Pipromorphe à ventre roux;11852;;
MIOSTR;Mionectes striaticollis;Pipromorphe strié;11848;;
MIRALB;Mirafra albicauda;Alouette à queue blanche;16758;;
MIRALO;Mirafra alopex;Alouette abyssinienne;16773;;
MIRANA;Mirafra africana;Alouette à nuque rousse;16766;;
MIRANG;Mirafra angolensis;Alouette de l'Angola;16768;;
MIRAPI;Mirafra apiata;Alouette bateleuse;16770;;
MIRASH;Mirafra ashi;Alouette de Ash;16765;;
MIRASS;Mirafra assamica;Alouette du Siam;16775;;
MIRCAN;Mirafra cantillans;Alouette chanteuse;16755;;
MIRCHE;Mirafra cheniana;Alouette mélodieuse;16757;;
MIRCOL;Mirafra collaris;Alouette à collier;16771;;
MIRCOR;Mirafra cordofanica;Alouette du Kordofan;16760;;
MIRDEG;Mirafra degodiensis;Alouette du Degodi;16779;;
MIRDES;Mirafra africanoides;Alouette fauve;16772;;
MIRERY;Mirafra erythroptera;Alouette à ailes rousses;16774;;
MIRGIL;Mirafra gilletti;Alouette de Gillett;16777;;
MIRHOV;Mirafra hova;Alouette malgache;16759;;
MIRHYP;Mirafra hypermetra;Alouette polyglotte;16763;;
MIRJAV;Mirafra javanica;Alouette de Java;16756;;
MIRMEA;Mirafra rufocinnamomea;Alouette bourdonnante;16769;;
MIRNAE;Mirafra naevia;Alouette tachée;16780;;
MIRPAS;Mirafra passerina;Alouette monotone;16754;;
MIRPOE;Mirafra poecilosterna;Alouette à poitrine rose;16778;;
MIRPUL;Mirafra pulpa;Alouette de Friedmann;16762;;
MIRSAB;Mirafra sabota;Alouette sabota;16781;;
MIRSHA;Mirafra sharpii;Alouette de Sharpe;16767;;
MIRSOM;Mirafra somalica;Alouette de Somalie;16764;;
MIRUFA;Mirafra rufa;Alouette rousse;16776;;
MIRWIL;Mirafra williamsi;Alouette de Williams;16761;;
MITCAS;Mitrospingus cassinii;Tangara obscur;18169;;
MITMIT;Mitu mitu;Hocco mitou;7817;;
MITOLE;Mitrospingus oleagineus;Tangara à dos olive;18170;;
MITOLI;Mitrephanes olivaceus;Moucherolle olive;12007;;
MITPHA;Mitrephanes phaeocercus;Moucherolle huppé;12006;;
MITSAL;Mitu salvini;Hocco de Salvin;7815;;
MITTOM;Mitu tomentosa;Hocco de Spix;7814;;
MITTUB;Mitu tuberosa;Hocco tuberculé;7816;;
MNIVAR;Mniotilta varia;Paruline noir et blanc;17983;;
MODSTI;Modulatrix stictigula;Modulatrice à lunettes;16408;;
MOHALB;Mohoua albicilla;Mohoua à tête blanche;13766;;
MOHAPI;Moho apicalis;Moho d'Oahu;13409;;
MOHBIS;Moho bishopi;Moho de Bishop;13410;;
MOHBRA;Moho braccatus;Moho de Kauai;13408;;
MOHNOB;Moho nobilis;Moho d'Hawaï;13411;;
MOHNOV;Mohoua novaeseelandiae;Mohoua pipipi;13768;;
MOHOCH;Mohoua ochrocephala;Mohoua à tête jaune;13767;;
MOLAEN;Molothrus aeneus;Vacher bronzé;18780;;
MOLATE;Molothrus ater;Vacher à tête brune;18782;;
MOLBAD;Molothrus badius;Vacher à ailes baies;18777;;
MOLBON;Molothrus bonariensis;Vacher luisant;18779;;
MOLLIS;Montifringilla ruficollis;Niverolle à cou roux;17106;;
MOLRUF;Molothrus rufoaxillaris;Vacher criard;18778;;
MOMMEX;Momotus mexicanus;Motmot à tête rousse;11004;;
MOMMOM;Momotus momota;Motmot houtouc;11005;;
MONADA;Montifringilla adamsi;Niverolle du Tibet;17103;;
MONANG;Monticola angolensis;Monticole angolais;14600;;
MONATR;Monasa atra;Barbacou noir;11223;;
MONAXI;Monarcha axillaris;Monarque noir;14332;;
MONBAR;Monarcha barbatus;Monarque pie;14357;;
MONBEN;Monias benschi;Mésite monias;8147;;
MONBLA;Montifringilla blanfordi;Niverolle de Blanford;17107;;
MONBOA;Monarcha boanensis;Monarque de Boano;14349;;
MONBRO;Monarcha browni;Monarque de Brown;14358;;
MONCHR;Monarcha chrysomela;Monarque doré;14362;;
MONDAV;Montifringilla davidiana;Niverolle de David;17105;;
MONENS;Monarcha cinerascens;Monarque des îles;14334;;
MONERY;Monarcha erythrostictus;Monarque de Bougainville;14337;;
MONEVE;Monarcha everetti;Monarque d'Everett;14347;;
MONEXP;Monticola explorator;Monticole espion;14597;;
MONFLA;Monasa flavirostris;Barbacou à bec jaune;11226;;
MONFRA;Monarcha frater;Monarque à ailes noires;14335;;
MONGOD;Monarcha godeffroyi;Monarque de Yap;14360;;
MONGUL;Monticola gularis;Monticole à gorge blanche;14604;;
MONGUT;Monarcha guttulus;Monarque à ailes tachetées;14343;;
MONHUS;Monticola cinclorhynchus;Monticole à croupion roux;14603;;
MONINF;Monarcha infelix;Monarque triste;14354;;
MONJUL;Monarcha julianae;Monarque de Kofiau;14351;;
MONLOR;Monarcha loricatus;Monarque de Buru;14348;;
MONMAN;Monarcha manadensis;Monarque à capuchon;14352;;
MONMEL;Monarcha melanopsis;Monarque à face noire;14336;;
MONMEN;Monarcha menckei;Monarque des Saint-Matthias;14355;;
MONMII;Monarcha brehmii;Monarque de Brehm;14353;;
MONMOR;Monasa morphoeus;Barbacou à front blanc;11225;;
MONMUE;Monachella muelleriana;Miro des torrents;13562;;
MONMUN;Monarcha mundus;Monarque à menton noir;14344;;
MONNIG;Monasa nigrifrons;Barbacou unicolore;11224;;
MONNIV;Montifringilla nivalis;Niverolle alpine;17102;;
MONPES;Monticola brevipes;Monticole à doigts courts;14598;;
MONPIL;Monarcha pileatus;Monarque à nuque blanche;14340;;
MONPRE;Monticola pretoriae;Monticole du Transvaal;14599;;
MONRIC;Monarcha richardsii;Monarque de Richards;14339;;
MONRIS;Monarcha castaneiventris;Monarque à ventre marron;14338;;
MONRUB;Monarcha rubiensis;Monarque roux;14333;;
MONRUP;Monticola rupestris;Monticole rocar;14596;;
MONRUS;Monarcha leucurus;Monarque des Kaï;14350;;
MONSAC;Monarcha sacerdotum;Monarque de Florès;14346;;
MONSAX;Monticola saxatilis;Monticole merle-de-roche;14601;;
MONSOL;Monticola solitarius;Monticole merle-bleu;14606;;
MONTAC;Montifringilla taczanowskii;Niverolle de Taczanowski;17104;;
MONTAK;Monarcha takatsukasae;Monarque de Tinian;14361;;
MONTHE;Montifringilla theresae;Niverolle d'Afghanistan;17108;;
MONTIS;Monarcha leucotis;Monarque oreillard;14342;;
MONTRI;Monarcha trivirgatus;Monarque à lunettes;14345;;
MONTUS;Monarcha castus;Monarque des Tanimbar;14341;;
MONVER;Monarcha verticalis;Monarque des Bismark;14356;;
MONVID;Monarcha viduus;Monarque à col blanc;14359;;
MORCAP;Morus capensis;Fou du Cap;6852;;
MORERY;Morococcyx erythropygus;Géocoucou de Lesson;9887;;
MOREUS;Monticola rufocinereus;Monticole rougequeue;14602;;
MORGUI;Morphnus guianensis;Harpie huppée;7590;;
MORSER;Morus serrator;Fou austral;6853;;
MOTAFL;Motacilla flaviventris;Bergeronnette malgache;17119;;
MOTAGU;Motacilla aguimp;Bergeronnette pie;17117;;
MOTALB;Motacilla alba;Bergeronnette grise;17113;;
MOTALBALB;Motacilla alba alba;Bergeronnette grise type;18832;;
MOTALBYAR;Motacilla alba yarrellii;Bergeronnette de Yarrell;18833;;
MOTCAP;Motacilla capensis;Bergeronnette du Cap;17118;;
MOTCIN;Motacilla cinerea;Bergeronnette des ruisseaux;17123;;
MOTCIT;Motacilla citreola;Bergeronnette citrine;17120;;
MOTCLA;Motacilla clara;Bergeronnette à longue queue;17124;;
MOTFLA;Motacilla flava;Bergeronnette printanière;17121;;
MOTFLAAVA;Motacilla flava flava;Bergeronnette printanière type;18835;;
MOTFLAEGG;Motacilla flava feldegg;Bergeronnette des Balkans;18933;;
MOTFLAIAE;Motacilla flava iberiae;;18836;;
MOTFLAIMA;Motacilla flava flavissima;Bergeronnette flavéole;17122;;
MOTFLALLA;Motacilla flava cinereocapilla;;18834;;
MOTFLARGI;Motacilla flava thunbergi;;18837;;
MOTGRA;Motacilla grandis;Bergeronnette du Japon;17115;;
MOTLUG;Motacilla lugens;Bergeronnette lugubre;17114;;
MOTMAD;Motacilla madaraspatensis;Bergeronnette indienne;17116;;
MOTRIS;Monticola rufiventris;Monticole à ventre marron;14605;;
MOTSPE;Motacilla;Bergeronette sp;17112;;
MULFUL;Mulleripicus fulvus;Pic fauve;11654;;
MULFUN;Mulleripicus funebris;Pic en deuil;11655;;
MULPUL;Mulleripicus pulverulentus;Pic meunier;11656;;
MUSADU;Muscicapa adusta;Gobemouche sombre;14846;;
MUSALP;Muscisaxicola alpina;Dormilon à grands sourcils;12097;;
MUSANA;Muscisaxicola macloviana;Dormilon bistré;12092;;
MUSAQU;Muscicapa aquatica;Gobemouche des marais;14842;;
MUSBOE;Muscicapa boehmi;Gobemouche de Böhm;14841;;
MUSBRE;Muscigralla brevicauda;Dormilon à queue courte;12103;;
MUSCAE;Muscicapa caerulescens;Gobemouche à lunettes;14852;;
MUSCAP;Muscisaxicola capistrata;Dormilon à ventre roux;12093;;
MUSCAS;Muscicapa cassini;Gobemouche de Cassin;14851;;
MUSCIN;Muscisaxicola cinerea;Dormilon cendré;12098;;
MUSCOM;Muscicapa comitata;Gobemouche ardoisé;14849;;
MUSDAU;Muscicapa dauurica;Gobemouche brun;14832;;
MUSEPU;Muscicapa epulata;Gobemouche cendré;14847;;
MUSFER;Muscicapa ferruginea;Gobemouche ferrugineux;14838;;
MUSFLA;Muscisaxicola flavinucha;Dormilon à nuque jaune;12100;;
MUSFLU;Muscisaxicola fluviatilis;Dormilon fluviatile;12091;;
MUSFRO;Muscisaxicola frontalis;Dormilon à front noir;12101;;
MUSGAM;Muscicapa gambagae;Gobemouche de Gambaga;14829;;
MUSGRI;Muscicapa griseisticta;Gobemouche à taches grises;14830;;
MUSHOD;Muscicapella hodgsoni;Gobemouche pygmée;14923;;
MUSINF;Muscicapa infuscata;Gobemouche enfumé;14840;;
MUSITO;Muscicapa itombwensis;Gobemouche de l'Itombwe;14845;;
MUSJOH;Musophaga johnstoni;Touraco du Ruwenzori;9714;;
MUSJUN;Muscisaxicola juninensis;Dormilon de Junin;12095;;
MUSLEN;Muscicapa lendu;Gobemouche de Chapin;14844;;
MUSMUT;Muscicapa muttui;Gobemouche muttui;14837;;
MUSOLI;Muscicapa olivascens;Gobemouche olivâtre;14843;;
MUSONS;Muscisaxicola albifrons;Dormilon à front blanc;12099;;
MUSORA;Muscisaxicola albilora;Dormilon à sourcils blancs;12096;;
MUSPOR;Musophaga porphyreolopha;Touraco à huppe splendide;9715;;
MUSRAN;Muscicapa randi;Gobemouche à poitrine grise;14834;;
MUSRIS;Muscisaxicola maculirostris;Dormilon à bec maculé;12090;;
MUSROS;Musophaga rossae;Touraco de Lady Ross;9717;;
MUSSEG;Muscicapa segregata;Gobemouche de Sumba;14835;;
MUSSET;Muscicapa sethsmithii;Gobemouche à pattes jaunes;14848;;
MUSSIB;Muscicapa sibirica;Gobemouche de Sibérie;14831;;
MUSSTR;Muscicapa striata;Gobemouche gris;14828;;
MUSSTRTYR;Muscicapa striata tyrrhenica;;18910;;
MUSTES;Muscicapa tessmanni;Gobemouche de Tessmann;14850;;
MUSTEX;Muscisaxicola rufivertex;Dormilon à calotte rousse;12094;;
MUSUDA;Muscicapa ruficauda;Gobemouche à queue rousse;14836;;
MUSUSS;Muscicapa ussheri;Gobemouche d'Ussher;14839;;
MUSVET;Muscipipra vetula;Moucherolle à queue-de-pie;12139;;
MUSVIO;Musophaga violacea;Touraco violet;9716;;
MYACOL;Myadestes coloratus;Solitaire varié;14677;;
MYAELI;Myadestes elisabeth;Solitaire de Cuba;14674;;
MYAGEN;Myadestes genibarbis;Solitaire siffleur;14675;;
MYALAN;Myadestes lanaiensis;Solitaire de Lanai;14669;;
MYALUS;Myioborus melanocephalus;Paruline à lunettes;18036;;
MYAMEL;Myadestes melanops;Solitaire masqué;14676;;
MYAMYA;Myadestes myadestinus;Solitaire kamao;14667;;
MYAOAH;Myadestes oahensis;Solitaire d'Oahu;14668;;
MYAOBS;Myadestes obscurus;Solitaire d'Hawaï;14670;;
MYAOCC;Myadestes occidentalis;Solitaire à dos brun;14673;;
MYAPAL;Myadestes palmeri;Solitaire puaïohi;14671;;
MYARAL;Myadestes ralloides;Solitaire des Andes;14678;;
MYATOW;Myadestes townsendi;Solitaire de Townsend;14672;;
MYAUNI;Myadestes unicolor;Solitaire ardoisé;14679;;
MYCAFF;Mycerobas affinis;Gros-bec voisin;17686;;
MYCAME;Mycteria americana;Tantale d'Amérique;7064;;
MYCCAR;Mycerobas carnipes;Gros-bec à ailes blanches;17688;;
MYCCIN;Mycteria cinerea;Tantale blanc;7065;;
MYCIBI;Mycteria ibis;Tantale ibis;7066;;
MYCICT;Mycerobas icterioides;Gros-bec noir et jaune;17685;;
MYCLEU;Mycteria leucocephala;Tantale indien;7067;;
MYCMEL;Mycerobas melanozanthos;Gros-bec à ailes tachetées;17687;;
MYIAER;Myiagra erythrops;Monarque des Palau;14369;;
MYIAIS;Myiagra albiventris;Monarque des Samoa;14379;;
MYIALE;Myiagra alecto;Monarque luisant;14385;;
MYIANT;Myiarchus antillarum;Tyran de Porto Rico;12182;;
MYIAPI;Myiarchus apicalis;Tyran à queue givrée;12172;;
MYIAUR;Myiornis auricularis;Microtyran oreillard;11888;;
MYIAZU;Myiagra azureocapilla;Monarque à crête bleue;14380;;
MYIBAI;Myiodynastes bairdii;Tyran de Baird;12216;;
MYIBLI;Myiophoneus blighi;Arrenga de Ceylan;14608;;
MYIBRU;Myioborus brunniceps;Paruline basanée;18031;;
MYICAE;Myiophoneus caeruleus;Arrenga siffleur;14613;;
MYICAL;Myiagra caledonica;Monarque mélanésien;14377;;
MYICALCAL;Myiagra caledonica caledonica;Monarque mélanésien;18970;;
MYICAN;Myiopagis caniceps;Élénie grise;11776;;
MYICAR;Myioborus cardonai;Paruline de Cardona;18034;;
MYICAS;Myioborus castaneocapillus;Paruline des tépuis;18030;;
MYICAY;Myiozetetes cayanensis;Tyran de Cayenne;12220;;
MYICEP;Myiarchus cephalotes;Tyran givré;12170;;
MYICER;Myiagra cervinicauda;Monarque de San Cristobal;14376;;
MYICHR;Myiodynastes chrysocephalus;Tyran à casque d'or;12215;;
MYICIN;Myiarchus cinerascens;Tyran à gorge cendrée;12173;;
MYICOT;Myiopagis cotta;Élénie de la Jamaïque;11779;;
MYICRI;Myiarchus crinitus;Tyran huppé;12175;;
MYICRY;Myiophobus cryptoxanthus;Moucherolle à poitrine olive;11983;;
MYICYA;Myiagra cyanoleuca;Monarque satiné;14382;;
MYIDUS;Myiobius atricaudus;Moucherolle à queue noire;11989;;
MYIECA;Myiornis ecaudatus;Microtyran à queue courte;11890;;
MYIEUS;Myioparus plumbeus;Gobemouche mésange;14855;;
MYIFAS;Myiophobus fasciatus;Moucherolle fascié;11982;;
MYIFRE;Myiagra freycineti;Monarque de Guam;14368;;
MYIFUM;Myiotheretes fumigatus;Moucherolle enfumé;12067;;
MYIFUS;Myiotheretes fuscorufus;Moucherolle à ventre fauve;12068;;
MYIGAI;Myiopagis gaimardii;Élénie de Gaimard;11775;;
MYIGAL;Myiagra galeata;Monarque des Moluques;14373;;
MYIGLA;Myiophoneus glaucinus;Arrenga bleuet;14610;;
MYIGRA;Myiozetetes granadensis;Tyran à tête grise;12222;;
MYIGRI;Myioparus griseigularis;Gobemouche à gorge grise;14854;;
MYIHEB;Myiagra hebetior;Monarque terne;14386;;
MYIHEM;Myiodynastes hemichrysus;Tyran à ventre d'or;12214;;
MYIHOR;Myiophoneus horsfieldii;Arrenga de Malabar;14612;;
MYIINO;Myiophobus inornatus;Moucherolle simple;11977;;
MYIINQ;Myiagra inquieta;Monarque infatigable;14383;;
MYIINS;Myiophoneus insularis;Arrenga de Taiwan;14614;;
MYILIN;Myiophobus lintoni;Moucherolle de Linton;11980;;
MYILUS;Myiornis atricapillus;Microtyran à calotte noire;11889;;
MYIMAC;Myiodynastes maculatus;Tyran audacieux;12217;;
MYIMAG;Myiarchus magnirostris;Tyran des Galapagos;12178;;
MYIMIN;Myioborus miniatus;Paruline ardoisée;18029;;
MYIMON;Myiopsitta monachus;Conure veuve;9587;;
MYINEA;Myiagra ferrocyanea;Monarque acier;14375;;
MYINUG;Myiarchus nugator;Tyran bavard;12177;;
MYINUT;Myiarchus nuttingi;Tyran de Nutting;12174;;
MYIOBE;Myiarchus oberi;Tyran janeau;12183;;
MYIOBO;Myioborus ornatus;Paruline dorée;18037;;
MYIOBX;Myioborus flavivertex;Paruline à cimier jaune;18039;;
MYIOCE;Myiagra oceanica;Monarque océanite;14370;;
MYIOCH;Myiophobus ochraceiventris;Moucherolle à poitrine ocre;11981;;
MYIODL;Myiodynastes luteiventris;Tyran tigré;12218;;
MYIOER;Myiobius erythrurus;Moucherolle rougequeue;11985;;
MYIOERERY;Terenotriccus erythrurus erythrurus;;18917;;
MYIOES;Myioborus albifacies;Paruline à face blanche;18033;;
MYIOIS;Myiornis albiventris;Microtyran à ventre blanc;11887;;
MYIONS;Myioborus albifrons;Paruline à front blanc;18038;;
MYIOPS;Myiophobus flavicans;Moucherolle flavescent;11975;;
MYIOPX;Myiopagis flavivertex;Élénie à couronne d'or;11778;;
MYIOTO;Myiotriccus ornatus;Moucherolle orné;11973;;
MYIOZL;Myiozetetes luteiventris;Tyran à gorge rayée;12223;;
MYIPAN;Myiarchus panamensis;Tyran du Panama;12168;;
MYIPAR;Myioborus pariae;Paruline de Paria;18032;;
MYIPER;Myiotheretes pernix;Moucherolle des Santa Marta;12066;;
MYIPHA;Myiarchus phaeocephalus;Tyran à front gris;12171;;
MYIPHO;Myiophobus phoenicomitra;Moucherolle à cimier orange;11976;;
MYIPIC;Myioborus pictus;Paruline à ailes blanches;18028;;
MYIPUL;Myiophobus pulcher;Moucherolle superbe;11979;;
MYIRIS;Myiarchus barbirostris;Tyran triste;12165;;
MYIROB;Myiophoneus robinsoni;Arrenga de Robinson;14611;;
MYIROR;Myiophobus roraimae;Moucherolle du Roraima;11978;;
MYIROX;Myiarchus ferox;Tyran féroce;12169;;
MYIRUB;Myiagra rubecula;Monarque rougegorge;14374;;
MYIRUF;Myiagra ruficollis;Monarque à bec large;14381;;
MYISAG;Myiarchus sagrae;Tyran de La Sagra;12180;;
MYISEM;Myiarchus semirufus;Tyran roux;12162;;
MYISIM;Myiozetetes similis;Tyran sociable;12221;;
MYISTO;Myiarchus stolidus;Tyran grosse-tête;12181;;
MYISTR;Myiotheretes striaticollis;Moucherolle à gorge rayée;12065;;
MYISUB;Myiopagis subplacens;Élénie striée;11777;;
MYISWA;Myiarchus swainsoni;Tyran de Swainson;12166;;
MYITOR;Myioborus torquatus;Paruline ceinturée;18035;;
MYITRA;Myiagra atra;Monarque de Biak;14372;;
MYITUB;Myiarchus tuberculifer;Tyran olivâtre;12164;;
MYITUS;Myiobius barbatus;Moucherolle barbichon;11987;;
MYITUSBAR;Myiobius barbatus barbatus;Moucherolle barbichon;18913;;
MYITYR;Myiarchus tyrannulus;Tyran de Wied;12176;;
MYIUTO;Myiagra pluto;Monarque de Ponapé;14371;;
MYIVAL;Myiarchus validus;Tyran à queue rousse;12179;;
MYIVAN;Myiagra vanikorensis;Monarque de Vanikoro;14378;;
MYIVEN;Myiarchus venezuelensis;Tyran du Venezuela;12167;;
MYIVIL;Myiobius villosus;Moucherolle hérissé;11986;;
MYIVIR;Myiopagis viridicata;Élénie verdâtre;11780;;
MYIYUC;Myiarchus yucatanensis;Tyran du Yucatan;12163;;
MYOSEN;Myornis senilis;Mérulaxe cendré;13136;;
MYRAET;Myrmecocichla aethiops;Traquet brun;15106;;
MYRALB;Myrmecocichla albifrons;Traquet à front blanc;15110;;
MYRAMB;Myrmotherula ambigua;Myrmidon à gorge jaune;12513;;
MYRARN;Myrmecocichla arnotti;Traquet d'Arnott;15111;;
MYRASS;Myrmotherula assimilis;Myrmidon plombé;12539;;
MYRATA;Myrmotherula guttata;Myrmidon moucheté;12518;;
MYRATR;Myrmeciza atrothorax;Alapi de Buffon;12644;;
MYRAXI;Myrmotherula axillaris;Myrmidon à flancs blancs;12527;;
MYRBEH;Myrmotherula behni;Myrmidon de Behn;12536;;
MYRBRA;Myrmotherula brachyura;Myrmidon pygmée;12508;;
MYRCAM;Myrmothera campanisona;Grallaire grand-beffroi;13088;;
MYRCHE;Myrmotherula cherriei;Myrmidon de Cherrie;12515;;
MYRCUS;Myrmochanes hemileucus;Alapi noir et blanc;12613;;
MYRDIS;Myrmeciza disjuncta;Alapi du Yapacana;12635;;
MYRENA;Myrmeciza hemimelaena;Alapi rougequeue;12637;;
MYREPS;Myrmeciza griseiceps;Alapi à tête grise;12643;;
MYRERY;Myrmotherula erythrura;Myrmidon à queue rousse;12526;;
MYREXS;Myrmeciza exsul;Alapi à dos roux;12629;;
MYRFAN;Myrtis fanny;Colibri fanny;10806;;
MYRFER;Myrmeciza ferruginea;Alapi à cravate noire;12630;;
MYRFLU;Myrmotherula fluminensis;Myrmidon de Rio de Janeiro;12528;;
MYRFUL;Myrmotherula fulviventris;Myrmidon fauve;12521;;
MYRGOE;Myrmeciza goeldii;Alapi de Goeldi;12640;;
MYRGUL;Myrmotherula gularis;Myrmidon à gorge étoilée;12519;;
MYRHAE;Myrmotherula haematonota;Myrmidon cravaté;12523;;
MYRHAU;Myrmotherula hauxwelli;Myrmidon de Hauxwell;12517;;
MYRHYP;Myrmeciza hyperythra;Alapi plombé;12638;;
MYRIHE;Myrmotherula iheringi;Myrmidon d'Ihering;12533;;
MYRIMM;Myrmeciza immaculata;Alapi immaculé;12642;;
MYRKLA;Myrmotherula klagesi;Myrmidon de Klages;12512;;
MYRLAE;Myrmeciza laemosticta;Alapi tabac;12634;;
MYRLIS;Myrmotherula gutturalis;Myrmidon à ventre brun;12520;;
MYRLMA;Myrmotherula leucophthalma;Myrmidon aux yeux blancs;12522;;
MYRLOR;Myrmeciza loricata;Alapi cuirassé;12632;;
MYRLUG;Myrmoborus lugubris;Alapi lugubre;12603;;
MYRMEN;Myrmotherula menetriesii;Myrmidon gris;12538;;
MYRMIC;Myrmia micrura;Colibri à queue courte;10810;;
MYRMIN;Myrmotherula minor;Myrmidon de Salvadori;12532;;
MYRMNA;Myrmecocichla melaena;Traquet de Rüppell;15109;;
MYRMPS;Myrmeciza melanoceps;Alapi à épaules blanches;12639;;
MYRMUS;Myrmoborus melanurus;Alapi à queue noire;12605;;
MYRMYO;Myrmoborus myotherinus;Alapi masqué;12604;;
MYRNIG;Myrmecocichla nigra;Traquet commandeur;15108;;
MYRNIS;Myrmotherula longipennis;Myrmidon longipenne;12531;;
MYROBS;Myrmotherula obscura;Myrmidon à bec court;12510;;
MYRORA;Myrmecocichla formicivora;Traquet fourmilier;15107;;
MYRORN;Myrmotherula ornata;Myrmidon orné;12525;;
MYRPEL;Myrmeciza pelzelni;Alapi à ventre gris;12636;;
MYRPES;Myrmeciza longipes;Alapi à ventre blanc;12628;;
MYRRUF;Myrmeciza ruficauda;Alapi barbu;12631;;
MYRRYS;Myrmoborus leucophrys;Alapi à sourcils blancs;12602;;
MYRSCH;Myrmotherula schisticolor;Myrmidon ardoisé;12529;;
MYRSCL;Myrmotherula sclateri;Myrmidon de Sclater;12511;;
MYRSEA;Myrmotherula grisea;Myrmidon cendré;12534;;
MYRSIM;Myrmothera simplex;Grallaire sobre;13089;;
MYRSPO;Myrmotherula spodionota;Myrmidon des contreforts;12524;;
MYRSQU;Myrmeciza squamosa;Alapi écaillé;12633;;
MYRSTI;Myrmeciza stictothorax;Alapi strié;12645;;
MYRSTR;Myrmorchilus strigilatus;Grisin à dos rayé;12543;;
MYRSUN;Myrmotherula sunensis;Myrmidon du Suno;12530;;
MYRSUR;Myrmotherula surinamensis;Myrmidon du Surinam;12514;;
MYRTHO;Myrmecocichla tholloni;Traquet du Congo;15105;;
MYRTIS;Myrmeciza fortis;Alapi fuligineux;12641;;
MYRTOR;Myrmornis torquata;Palicour de Cayenne;12656;;
MYRUDA;Myrmotherula longicauda;Myrmidon à ventre blanc;12516;;
MYRUNI;Myrmotherula unicolor;Myrmidon unicolore;12535;;
MYRURO;Myrmotherula urosticta;Myrmidon à queue blanche;12537;;
MYSCRO;Mystacornis crossleyi;Mystacorne de Crossley;16721;;
MYURUS;Myiophoneus melanurus;Arrenga de Sumatra;14609;;
